total_trans,total_success_trans,merchant,payment_method,payment_gateway,sub_type,date,hour_start,bank
1,1,fanfight,CARD,RAZORPAY,,2/12/2020,14,COMMUNITYBANK
1,0,purplle.com,NB,PAYU,,2/12/2020,16,NB_UNIB
1,0,drivezy,NB,GOCASHFREE,,2/12/2020,13,NB_IOB
1,1,zivame,NB,PAYU,,2/12/2020,13,NB_IOB
1,0,purplle.com,NB,PAYU,,2/12/2020,18,NB_KARN
2,0,pharmeasytech,CARD,PAYU,,2/12/2020,15,IDFC Bank
1,1,urbanclap,CARD,PAYTM,,2/14/2020,12,South Indian Bank
1,0,countrydelight,NB,PAYTM,,2/14/2020,2,NB_DBS
3,1,medlife_prod,NB,RAZORPAY,,2/14/2020,2,NB_TMB
1,0,medlife_prod,NB,RAZORPAY,,2/14/2020,7,NB_KARN
2,0,fanfight,CARD,GOCASHFREE,,2/14/2020,9,JILA SAHAKARI KENDRIYA BANK MYDT JAGDALPUR
2,2,urbanclap,CARD,PAYTM,,2/14/2020,6,Saraswat Bank
1,0,urbanclap,CARD,PAYTM,,2/14/2020,11,CORNERSTONEBANK
1,1,urbanclap,NB,PAYTM,,2/14/2020,2,NB_INDUS
1,0,urbanclap,NB,PAYTM,,2/14/2020,8,NB_SBBJ
3,1,medlife_prod,CARD,TPSL,,2/14/2020,9,Karur Vysya Bank
1,0,purplle.com,NB,PAYU,,2/14/2020,9,NB_SYNB
1,0,drivezy,NB,GOCASHFREE,,2/14/2020,16,NB_KVB
1,1,medlife_prod,NB,RAZORPAY,,2/14/2020,20,NB_SCB
1,0,drivezy,NB,GOCASHFREE,,2/14/2020,19,NB_ANDHRA
1,1,pharmeasytech,CARD,PAYU,,2/14/2020,14,THE NIZAMABAD DISTRICT COOP CENTRAL BANK LTD
1,1,countrydelight,NB,PAYU,,2/14/2020,13,NB_SOIB
1,0,drivezy,NB,GOCASHFREE,,2/14/2020,15,NB_UNIB
1,1,fanfight,CARD,GOCASHFREE,,2/14/2020,13,Bandhan Bank
1,0,fanfight,NB,RAZORPAY,,2/14/2020,14,NB_OBC
3,1,medlife_prod,CARD,TPSL,,2/13/2020,12,Saraswat Bank
1,1,drivezy,CARD,GOCASHFREE,,2/13/2020,7,THE KRISHNA DISTRICT COOP CENTRAL BANK LTD
4,0,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2/13/2020,7,AIRTELMONEY
4,0,fanfight,NB,RAZORPAY,,2/13/2020,12,NB_CBI
1,0,purplle.com,NB,PAYTM,,2/13/2020,12,NB_PNJSB
2,0,drivezy,NB,GOCASHFREE,,2/13/2020,9,NB_SOIB
2,0,fanfight,NB,PAYTM,,2/13/2020,7,NB_TMB
1,0,urbanclap,NB,PAYTM,,2/13/2020,6,NB_FED
1,0,urbanclap,NB,PAYTM,,2/13/2020,12,NB_SYNB
1,1,pharmeasytech,CARD,PAYU,,2/13/2020,3,THE SABARKANTHA DIST CENTRAL COOP BANK LTD
1,1,countrydelight,CARD,PAYU,,2/13/2020,8,WOORIBANK
1,0,pharmeasytech,NB,PAYTM,,2/13/2020,10,NB_UNIB
1,1,urbanclap,CARD,PAYTM,,2/13/2020,11,THE KALUPUR COMMERCIAL CO OP BANK LTD
1,0,fanfight,NB,RAZORPAY,,2/13/2020,13,NB_CBI
1,1,fanfight,CARD,RAZORPAY,,2/13/2020,1,Karur Vysya Bank
2,0,urbanclap,NB,PAYTM,,2/13/2020,11,NB_CUB
9,3,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2/13/2020,9,AIRTELMONEY
1,0,drivezy,NB,GOCASHFREE,,2/13/2020,5,NB_ANDHRA
1,1,urbanclap,CARD,PAYTM,,2/13/2020,9,APNA SAHAKARI BANK LTD
2,0,medlife_prod,CARD,TPSL,,2/13/2020,6,Kotak Bank
1,0,medlife_prod,CARD,TPSL,,2/13/2020,9,Kotak Bank
1,1,urbanclap,CARD,PAYTM,,2/13/2020,6,Tamilnad Mercantile Bank
1,0,urbanclap,NB,,,2/13/2020,4,undefined
2,1,urbanclap,CARD,PAYTM,,2/13/2020,8,The Bharat Cooperative Bank
1,1,pharmeasytech,NB,PAYU,,2/13/2020,13,NB_FED
1,1,drivezy,CARD,GOCASHFREE,,2/13/2020,5,South Indian Bank
1,0,purplle.com,NB,PAYU,,2/13/2020,10,NB_TMB
3,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2/13/2020,2,AIRTELMONEY
2,2,pharmeasytech,CARD,PAYU,,2/13/2020,5,IDFC Bank
3,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2/13/2020,16,AIRTELMONEY
1,0,countrydelight,NB,PAYU,,2/13/2020,16,NB_ALLB
1,0,drivezy,CARD,GOCASHFREE,,2/13/2020,16,The Bharat Cooperative Bank
2,2,countrydelight,NB,PAYU,,2/13/2020,14,NB_IDFC
1,1,countrydelight,NB,PAYU,,2/13/2020,16,NB_SYNB
2,2,pharmeasytech,NB,PAYU,,2/13/2020,7,NB_INDUS
4,0,fanfight,NB,RAZORPAY,,2/13/2020,15,NB_JNK
2,1,urbanclap,CARD,PAYTM,,2/13/2020,16,Karur Vysya Bank
4,1,countrydelight,NB,PAYU,,2/13/2020,17,NB_CORP
4,0,fanfight,CARD,GOCASHFREE,,2/13/2020,15,SHIVAJI NAGARI SAHAKARI BANK LTD
1,1,pharmeasytech,CARD,PAYU,,2/13/2020,14,UTKAL GRAMEEN BANK
1,0,urbanclap,CARD,PAYTM,,2/13/2020,21,Chase Bank
1,1,countrydelight,CARD,PAYU,,2/12/2020,10,JANATA SAHAKARI BANK LTD PUNE
2,1,purplle.com,CARD,PAYTM,,2/12/2020,9,SOUTHCAROLINAF.C.U.
1,1,fanfight,CARD,GOCASHFREE,,2/12/2020,2,DCB
1,1,fanfight,CARD,GOCASHFREE,,2/12/2020,8,J AND K GRAMEEN BANK
1,1,countrydelight,CARD,PAYU,,2/12/2020,8,The Shamrao Vithal Cooperative Bank
5,0,fanfight,NB,RAZORPAY,,2/12/2020,3,NB_BOBCORP
1,0,countrydelight,CARD,PAYU,,2/12/2020,1,SOUTHCAROLINAF.C.U.
1,0,fanfight,NB,RAZORPAY,,2/12/2020,4,NB_CBI
1,1,fanfight,CARD,GOCASHFREE,,2/12/2020,12,UTTARAKHAND GRAMIN BANK
1,0,purplle.com,NB,PAYTM,,2/12/2020,13,NB_ANDHRA
1,0,fanfight,CARD,GOCASHFREE,,2/12/2020,1,Saraswat Bank
1,0,pharmeasytech,CARD,,,2/12/2020,9,Zeta
4,0,fanfight,NB,RAZORPAY,,2/12/2020,11,NB_BOBCORP
2,0,urbanclap,NB,PAYTM,,2/12/2020,5,NB_VJYB
2,1,drivezy,CONSUMER_FINANCE,EPAYLATER,,2/12/2020,3,EPAYLATER
1,0,urbanclap,CARD,PAYTM,,2/12/2020,9,INGBELGIUMSA/NV
2,2,countrydelight,CARD,PAYU,,2/12/2020,12,Punjab and Sind Bank
1,1,medlife_prod,CARD,TPSL,,2/12/2020,4,Bandhan Bank
1,1,purplle.com,CARD,PAYTM,,2/12/2020,12,BANGIYA GRAMIN VIKAS BANK
1,1,pharmeasytech,NB,PAYU,,2/12/2020,9,NB_IOB
3,0,fanfight,NB,RAZORPAY,,2/12/2020,10,NB_SYNB
1,0,purplle.com,NB,PAYU,,2/12/2020,10,NB_CORP
1,1,countrydelight,CARD,PAYU,,2/12/2020,9,DCB
1,1,pharmeasytech,CARD,PAYU,,2/12/2020,13,CALSTATE9C.U.
1,1,purplle.com,CARD,PAYTM,,2/12/2020,2,Karur Vysya Bank
1,1,fanfight,CARD,GOCASHFREE,,2/12/2020,9,THE NAINITAL BANK LTD
1,0,urbanclap,CARD,PAYTM,,2/12/2020,19,Punjab and Sind Bank
3,0,fanfight,NB,RAZORPAY,,2/12/2020,4,NB_ALLB
1,0,drivezy,CONSUMER_FINANCE,EPAYLATER,,2/12/2020,6,EPAYLATER
2,2,urbanclap,CARD,PAYTM,,2/12/2020,11,IDFC Bank
1,1,fanfight,CARD,GOCASHFREE,,2/12/2020,6,BARODA UTTAR PRADESH GRAMIN BANK
1,1,medlife_prod,CARD,TPSL,,2/12/2020,14,Karur Vysya Bank
1,0,pharmeasytech,CARD,PAYU,,2/12/2020,13,Karur Vysya Bank
2,1,drivezy,CARD,GOCASHFREE,,2/12/2020,16,Karur Vysya Bank
1,1,drivezy,CARD,GOCASHFREE,,2/12/2020,17,THE ADARSH COOP URBAN BANK LTD
2,1,fanfight,CARD,GOCASHFREE,,2/12/2020,15,DCB
1,0,urbanclap,NB,PAYTM,,2/12/2020,16,NB_RBL
1,1,medlife_prod,CARD,TPSL,,2/12/2020,14,Mudra Bank
2,1,countrydelight,NB,PAYU,,2/12/2020,15,NB_SCB
2,1,medlife_prod,CARD,TPSL,,2/12/2020,20,Kotak Bank
1,0,zivame,CARD,PAYU,,2/12/2020,14,BANCORPBANK
3,3,fanfight,CARD,RAZORPAY,,2/12/2020,14,Mudra Bank
3,0,purplle.com,CARD,PAYTM,,2/12/2020,13,Karur Vysya Bank
1,0,countrydelight,NB,PAYU,,2/12/2020,4,NB_CORP
1,1,urbanclap,NB,PAYTM,,2/12/2020,3,NB_IOB
1,1,countrydelight,CARD,PAYU,,2/12/2020,5,SOUTHCAROLINAF.C.U.
1,1,drivezy,CARD,GOCASHFREE,,2/12/2020,4,Kotak Bank
1,0,fanfight,NB,RAZORPAY,,2/12/2020,9,NB_BOBCORP
1,0,fanfight,NB,RAZORPAY,,2/12/2020,9,NB_ANDHRA
1,1,urbanclap,NB,PAYTM,,2/12/2020,10,NB_OBC
1,0,fanfight,NB,RAZORPAY,,2/12/2020,4,NB_BBKM
1,0,zivame,CARD,PAYU,,2/12/2020,2,SARVA HARYANA GRAMIN BANK
1,1,zivame,CARD,HDFC,,2/12/2020,9,Kotak Bank
1,1,drivezy,CARD,GOCASHFREE,,2/12/2020,6,COMMUNITYBANK
1,1,fanfight,CARD,GOCASHFREE,,2/12/2020,5,KASHI GOMTI SAMYUT GRAMIN BANK
2,0,fanfight,NB,RAZORPAY,,2/12/2020,12,NB_DENA
2,2,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2/12/2020,11,AIRTELMONEY
1,0,purplle.com,CARD,PAYTM,,2/12/2020,8,PURVANCHAL GRAMIN BANK
2,0,fanfight,CARD,GOCASHFREE,,2/12/2020,12,Karur Vysya Bank
1,1,medlife_prod,NB,RAZORPAY,,2/12/2020,12,NB_FED
1,0,purplle.com,NB,PAYU,,2/12/2020,11,NB_IOB
1,0,countrydelight,NB,PAYU,,2/12/2020,8,NB_SCB
1,1,urbanclap,CARD,PAYTM,,2/12/2020,9,Bassein Catholic Bank
1,0,pharmeasytech,NB,PAYU,,2/12/2020,10,NB_INDB
1,0,zivame,CARD,RAZORPAY,,2/12/2020,10,BANCORPBANK
1,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,5,JIOMONEY
1,0,pharmeasytech,NB,PAYTM,,2/12/2020,6,NB_IOB
1,0,fanfight,NB,RAZORPAY,,2/12/2020,17,NB_INDB
1,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2/12/2020,10,AIRTELMONEY
1,0,purplle.com,NB,PAYU,,2/12/2020,17,NB_INDB
2,1,zivame,CARD,PAYU,,2/12/2020,17,United Bank of India
2,1,countrydelight,NB,PAYU,,2/12/2020,18,NB_CITI
1,0,purplle.com,CARD,PAYTM,,2/12/2020,21,The Bharat Cooperative Bank
2,0,fanfight,NB,RAZORPAY,,2/12/2020,20,NB_JNK
4,0,fanfight,NB,RAZORPAY,,2/12/2020,15,NB_CBI
3,0,fanfight,NB,RAZORPAY,,2/13/2020,13,NB_INDB
2,1,fanfight,NB,RAZORPAY,,2/13/2020,6,NB_ANDHRA
2,1,countrydelight,NB,PAYU,,2/13/2020,6,NB_AIRTEL
1,1,zivame,CARD,HDFC,,2/13/2020,8,The Shamrao Vithal Cooperative Bank
2,2,countrydelight,CARD,PAYU,,2/13/2020,9,IDFC Bank
1,1,zivame,CARD,PAYU,,2/13/2020,4,Lakshmi Vilas Bank
1,1,zivame,CARD,PAYU,,2/13/2020,11,Saraswat Bank
1,0,fanfight,NB,RAZORPAY,,2/13/2020,10,NB_PNBCORP
2,0,drivezy,CARD,GOCASHFREE,,2/13/2020,8,IDFC Bank
2,2,medlife_prod,CARD,TPSL,,2/13/2020,4,Tamilnad Mercantile Bank
1,1,medlife_prod,CARD,TPSL,,2/13/2020,3,Karur Vysya Bank
1,1,pharmeasytech,NB,PAYTM,,2/13/2020,12,NB_IOB
3,0,medlife_prod,CARD,TPSL,,2/13/2020,6,Thanjavur Central Coop Bank
1,1,zivame,CARD,PAYU,,2/13/2020,15,ASIACOMMERCIALBANK
1,0,urbanclap,NB,PAYTM,,2/13/2020,15,NB_INDB
7,0,fanfight,NB,RAZORPAY,,2/13/2020,12,NB_JNK
1,1,pharmeasytech,CARD,PAYU,,2/13/2020,5,BCCARDCO..LTD.
1,1,medlife_prod,CARD,TPSL,,2/13/2020,3,SOUTHCAROLINAF.C.U.
1,0,fanfight,NB,RAZORPAY,,2/13/2020,2,NB_INDB
2,0,urbanclap,NB,PAYTM,,2/13/2020,10,NB_ALLB
3,3,urbanclap,NB,PAYTM,,2/13/2020,6,NB_IDFC
1,1,medlife_prod,NB,RAZORPAY,,2/13/2020,4,NB_TNSC
1,1,urbanclap,NB,PAYTM,,2/13/2020,4,NB_CORP
1,1,pharmeasytech,CARD,PAYU,,2/13/2020,14,Mudra Bank
2,0,fanfight,NB,RAZORPAY,,2/13/2020,10,NB_ALLB
2,0,fanfight,NB,RAZORPAY,,2/13/2020,1,NB_ALLB
2,0,drivezy,CONSUMER_FINANCE,EPAYLATER,,2/13/2020,13,EPAYLATER
1,1,medlife_prod,NB,RAZORPAY,,2/13/2020,11,NB_SOIB
1,0,zivame,NB,PAYU,,2/13/2020,6,NB_SYNB
3,2,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2/13/2020,13,AIRTELMONEY
1,1,medlife_prod,CARD,TPSL,,2/13/2020,13,Bandhan Bank
1,1,medlife_prod,CARD,TPSL,,2/13/2020,16,Bandhan Bank
1,1,drivezy,CARD,GOCASHFREE,,2/13/2020,16,South Indian Bank
5,2,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2/13/2020,15,AIRTELMONEY
3,0,fanfight,NB,RAZORPAY,,2/13/2020,17,NB_CBI
3,0,drivezy,NB,GOCASHFREE,,2/13/2020,16,NB_KARN
2,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2/13/2020,14,AIRTELMONEY
1,1,zivame,NB,PAYU,,2/13/2020,14,NB_CUB
1,0,fanfight,NB,RAZORPAY,,2/13/2020,16,NB_BOBCORP
1,0,fanfight,NB,RAZORPAY,,2/13/2020,18,NB_UNIB
1,1,drivezy,CARD,GOCASHFREE,,2/13/2020,16,COMMUNITYBANK
1,0,fanfight,NB,RAZORPAY,,2/13/2020,14,NB_INDUS
2,2,pharmeasytech,CARD,PAYU,,2/13/2020,15,Bandhan Bank
2,2,urbanclap,NB,PAYTM,,2/13/2020,15,NB_INDUS
1,0,pharmeasytech,CARD,PAYU,,2/12/2020,2,INVESTMENTBANKVESTA(LLC)
2,1,medlife_prod,CARD,TPSL,,2/12/2020,12,IDFC Bank
1,1,pharmeasytech,CARD,PAYU,,2/12/2020,10,SOUTHCAROLINAF.C.U.
3,0,fanfight,NB,RAZORPAY,,2/12/2020,4,NB_JNK
1,1,medlife_prod,CARD,TPSL,,2/12/2020,8,IDFC Bank
1,1,urbanclap,CARD,PAYTM,,2/12/2020,9,DCB
1,1,zivame,CARD,HDFC,,2/12/2020,4,Dhanalakshmi Bank
1,0,fanfight,CARD,GOCASHFREE,,2/12/2020,7,BARODA UTTAR PRADESH GRAMIN BANK
1,1,pharmeasytech,CARD,PAYU,,2/12/2020,11,BCCARDCO..LTD.
1,1,urbanclap,NB,PAYTM,,2/12/2020,10,NB_CBI
2,0,fanfight,NB,PAYTM,,2/12/2020,9,NB_VJYB
1,1,pharmeasytech,NB,RAZORPAY,,2/12/2020,8,NB_ALLB
1,0,fanfight,CARD,GOCASHFREE,,2/12/2020,2,MADHYA BIHAR GRAMIN BANK
2,0,urbanclap,NB,PAYTM,,2/12/2020,5,NB_DLS
1,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/12/2020,4,AIRTELMONEY
1,1,purplle.com,CARD,PAYTM,,2/12/2020,0,South Indian Bank
2,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2/12/2020,3,AIRTELMONEY
1,1,countrydelight,NB,PAYU,,2/12/2020,3,NB_BOM
1,0,pharmeasytech,NB,RAZORPAY,,2/12/2020,12,NB_BBKM
1,0,fanfight,NB,RAZORPAY,,2/12/2020,13,NB_CORP
1,1,zivame,CARD,HDFC,,2/12/2020,12,ING Vysya Bank
2,1,medlife_prod,CARD,TPSL,,2/12/2020,3,South Indian Bank
1,1,purplle.com,CARD,PAYTM,,2/12/2020,6,Kotak Bank
1,1,fanfight,CARD,RAZORPAY,,2/12/2020,15,Karur Vysya Bank
1,0,pharmeasytech,NB,PAYU,,2/12/2020,19,NB_CUB
1,1,zivame,NB,PAYU,,2/12/2020,14,NB_FED
1,1,pharmeasytech,CARD,PAYU,,2/12/2020,17,The Shamrao Vithal Cooperative Bank
1,0,countrydelight,CARD,PAYU,,2/12/2020,16,Karur Vysya Bank
1,1,urbanclap,CARD,PAYTM,,2/12/2020,18,Mudra Bank
1,1,drivezy,CARD,GOCASHFREE,,2/12/2020,14,Lakshmi Vilas Bank
1,1,medlife_prod,CARD,TPSL,,2/12/2020,17,Kotak Bank
1,0,countrydelight,NB,PAYU,,2/12/2020,18,NB_INDUS
4,1,countrydelight,NB,PAYU,,2/12/2020,14,NB_AIRTEL
1,1,zivame,CARD,PAYU,,2/12/2020,9,ODISHA GRAMYA BANK
1,1,countrydelight,CARD,PAYU,,2/12/2020,7,Dhanalakshmi Bank
1,1,medlife_prod,NB,RAZORPAY,,2/12/2020,7,NB_IDFC
1,1,zivame,CARD,HDFC,,2/12/2020,3,South Indian Bank
1,0,medlife_prod,CARD,TPSL,,2/12/2020,7,IDFC Bank
3,3,urbanclap,CARD,PAYTM,,2/12/2020,12,DCB
1,0,pharmeasytech,CARD,PAYU,,2/12/2020,8,Tamilnad Mercantile Bank
2,1,fanfight,CARD,RAZORPAY,,2/12/2020,0,CALSTATE9C.U.
1,0,fanfight,NB,RAZORPAY,,2/12/2020,11,NB_SYNB
2,0,pharmeasytech,CARD,PAYU,,2/12/2020,17,Deutsche Bank
1,1,medlife_prod,CARD,TPSL,,2/12/2020,4,Mudra Bank
1,1,medlife_prod,CARD,TPSL,,2/12/2020,9,City Union Bank
1,1,pharmeasytech,CARD,PAYU,,2/12/2020,10,Bandhan Bank
3,1,drivezy,CONSUMER_FINANCE,EPAYLATER,,2/12/2020,9,EPAYLATER
1,0,medlife_prod,CARD,TPSL,,2/12/2020,11,OPERATINGENGINEERSLOCAL#3F.C.U.
1,0,fanfight,NB,PAYTM,,2/12/2020,10,NB_BHARAT
1,0,purplle.com,NB,PAYTM,,2/12/2020,1,NB_SYNB
6,2,fanfight,CARD,RAZORPAY,,2/12/2020,15,Kotak Bank
2,1,pharmeasytech,NB,PAYU,,2/12/2020,14,NB_INDB
3,1,drivezy,CARD,GOCASHFREE,,2/12/2020,16,Kotak Bank
1,1,purplle.com,CARD,PAYTM,,2/12/2020,17,South Indian Bank
1,0,drivezy,NB,GOCASHFREE,,2/12/2020,13,NB_KARN
3,1,drivezy,CARD,GOCASHFREE,,2/12/2020,19,Kotak Bank
1,1,purplle.com,CARD,PAYTM,,2/12/2020,14,Punjab and Sind Bank
1,1,urbanclap,NB,PAYTM,,2/13/2020,12,NB_IOB
2,2,urbanclap,CARD,PAYTM,,2/13/2020,2,Karur Vysya Bank
1,1,urbanclap,CARD,PAYTM,,2/13/2020,5,Kotak Bank
1,1,fanfight,CARD,GOCASHFREE,,2/13/2020,0,UTTARAKHAND GRAMIN BANK
3,0,fanfight,NB,RAZORPAY,,2/13/2020,2,NB_UCOB
1,0,pharmeasytech,NB,,,2/13/2020,12,NB_BOBCORP
1,1,countrydelight,NB,PAYU,,2/13/2020,2,NB_SCB
2,0,pharmeasytech,NB,PAYU,,2/13/2020,5,NB_SYNB
1,0,medlife_prod,CARD,TPSL,,2/13/2020,11,Abhyudaya Cooperative Bank
1,0,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2/13/2020,8,AIRTELMONEY
1,0,zivame,NB,PAYU,,2/13/2020,12,NB_DENA
1,1,countrydelight,CARD,PAYU,,2/13/2020,2,DCB
2,0,fanfight,NB,RAZORPAY,,2/13/2020,13,NB_PNBCORP
1,1,pharmeasytech,CARD,PAYU,,2/13/2020,9,THANE DISTRICT CENTRAL CO OPERATIVE BANK
1,1,medlife_prod,NB,RAZORPAY,,2/13/2020,12,NB_FED
1,0,urbanclap,CARD,PAYTM,,2/13/2020,2,Chase Bank
2,1,pharmeasytech,NB,PAYU,,2/13/2020,9,NB_SYNB
1,1,purplle.com,CARD,PAYTM,,2/13/2020,0,South Indian Bank
1,0,pharmeasytech,CARD,PAYU,,2/13/2020,17,BARODA RAJASTHAN KSHETRIYA GRAMIN BANK
1,1,pharmeasytech,CARD,PAYU,,2/13/2020,15,FIRSTDUPAGEBANK
2,0,fanfight,NB,RAZORPAY,,2/13/2020,16,NB_CBI
1,0,drivezy,NB,GOCASHFREE,,2/13/2020,19,NB_KARN
1,0,fanfight,NB,RAZORPAY,,2/13/2020,16,NB_UCOB
1,1,medlife_prod,NB,RAZORPAY,,2/13/2020,17,NB_INDUS
1,0,fanfight,CARD,GOCASHFREE,,2/13/2020,16,SHIVAJI NAGARI SAHAKARI BANK LTD
2,2,fanfight,CARD,GOCASHFREE,,2/13/2020,13,ANDHRA PRADESH GRAMEENA VIKAS BANK
1,1,urbanclap,NB,PAYTM,,2/13/2020,17,NB_TMB
2,0,drivezy,CONSUMER_FINANCE,EPAYLATER,,2/13/2020,16,EPAYLATER
1,1,fanfight,CARD,RAZORPAY,,2/13/2020,14,Punjab and Sind Bank
2,1,urbanclap,NB,PAYTM,,2/13/2020,7,NB_INDUS
1,0,zivame,NB,PAYU,,2/13/2020,12,NB_FED
1,0,zivame,NB,PAYU,,2/13/2020,0,NB_INDUS
1,0,drivezy,CARD,GOCASHFREE,,2/13/2020,11,Kotak Bank
1,0,fanfight,NB,RAZORPAY,,2/13/2020,1,NB_DENA
1,0,drivezy,NB,GOCASHFREE,,2/13/2020,13,NB_VJYB
1,1,countrydelight,NB,PAYU,,2/13/2020,12,NB_PNJSB
1,1,urbanclap,CARD,PAYTM,,2/13/2020,5,DCB
1,0,zivame,NB,PAYU,,2/13/2020,10,NB_OBC
1,0,fanfight,NB,RAZORPAY,,2/13/2020,12,NB_PNBCORP
1,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2/13/2020,11,PAYZAPP
1,1,zivame,NB,PAYU,,2/13/2020,6,NB_SOIB
2,1,urbanclap,NB,PAYTM,,2/13/2020,12,NB_INDB
1,0,fanfight,NB,RAZORPAY,,2/13/2020,0,NB_CBI
1,1,urbanclap,CARD,PAYTM,,2/13/2020,2,Abhyudaya Cooperative Bank
1,0,pharmeasytech,CARD,PAYU,,2/13/2020,16,NEDBANK.LTD.
1,0,urbanclap,NB,PAYTM,,2/13/2020,16,NB_ALLB
1,1,countrydelight,NB,PAYU,,2/13/2020,16,NB_CORP
1,1,urbanclap,CARD,PAYTM,,2/13/2020,18,MONEYACCESSSERVICE.INC.
1,1,zivame,CARD,PAYU,,2/13/2020,16,CALSTATE9C.U.
1,1,zivame,CARD,HDFC,,2/13/2020,18,DCB
1,1,drivezy,CARD,GOCASHFREE,,2/13/2020,15,COMMUNITYBANK
1,1,pharmeasytech,CARD,PAYU,,2/13/2020,17,OPERATINGENGINEERSLOCAL#3F.C.U.
2,0,fanfight,CARD,GOCASHFREE,,2/13/2020,14,SARVA HARYANA GRAMIN BANK
1,0,urbanclap,NB,PAYTM,,2/13/2020,13,NB_CUB
2,0,zivame,NB,PAYU,,2/13/2020,14,NB_DLS
1,0,urbanclap,CARD,PAYTM,,2/13/2020,17,JANATA SAHAKARI BANK LTD PUNE
1,0,fanfight,NB,RAZORPAY,,2/13/2020,15,NB_DENA
2,1,zivame,CARD,HDFC,,2/12/2020,9,Lakshmi Vilas Bank
3,3,drivezy,CARD,GOCASHFREE,,2/12/2020,10,Kotak Bank
1,1,medlife_prod,NB,RAZORPAY,,2/12/2020,5,NB_INDUS
1,1,zivame,CARD,PAYU,,2/12/2020,11,THE ZOROASTRIAN COOP BANK LTD
1,0,fanfight,NB,RAZORPAY,,2/12/2020,11,NB_SBBJ
1,0,fanfight,NB,RAZORPAY,,2/12/2020,5,NB_JNK
1,0,countrydelight,NB,PAYU,,2/12/2020,11,NB_BOM
2,0,pharmeasytech,CARD,PAYU,,2/12/2020,3,The Bharat Cooperative Bank
1,1,zivame,CARD,HDFC,,2/12/2020,6,IDFC Bank
2,0,drivezy,NB,GOCASHFREE,,2/12/2020,13,NB_INDB
1,1,drivezy,CARD,RAZORPAY,,2/12/2020,2,ABUDHABICOMMERCIALBANK
1,0,medlife_prod,NB,RAZORPAY,,2/12/2020,4,NB_UCOB
1,1,zivame,NB,PAYU,,2/12/2020,22,NB_DCB
1,1,fanfight,CARD,GOCASHFREE,,2/12/2020,2,GP Parsik Bank
1,0,pharmeasytech,NB,RAZORPAY,,2/12/2020,8,NB_ANDHRA
1,0,fanfight,NB,PAYTM,,2/12/2020,7,NB_KARN
1,0,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2/12/2020,0,AIRTELMONEY
1,1,medlife_prod,CARD,TPSL,,2/12/2020,12,CHHATTISGARH RAJYA GRAMIN BANK
1,1,countrydelight,CARD,PAYU,,2/12/2020,11,Mudra Bank
1,0,zivame,NB,RAZORPAY,,2/12/2020,10,NB_CUB
4,1,purplle.com,CARD,PAYTM,,2/12/2020,16,Kotak Bank
2,1,fanfight,NB,RAZORPAY,,2/12/2020,19,NB_CUB
2,0,fanfight,NB,RAZORPAY,,2/12/2020,15,NB_JNK
1,1,fanfight,CARD,GOCASHFREE,,2/12/2020,14,SARVA HARYANA GRAMIN BANK
1,0,medlife_prod,CARD,TPSL,,2/12/2020,17,Mudra Bank
1,1,countrydelight,CARD,PAYU,,2/12/2020,18,DCB
1,1,zivame,CARD,HDFC,,2/12/2020,21,City Union Bank
1,1,fanfight,CARD,RAZORPAY,,2/12/2020,19,Wells Fargo Bank
1,1,pharmeasytech,CARD,PAYU,,2/14/2020,10,South Indian Bank
1,1,purplle.com,NB,PAYTM,,2/14/2020,8,NB_SCB
1,1,drivezy,CARD,GOCASHFREE,,2/14/2020,3,Dhanalakshmi Bank
1,1,zivame,NB,PAYU,,2/14/2020,2,NB_FED
1,1,medlife_prod,CARD,TPSL,,2/14/2020,8,Mudra Bank
1,0,pharmeasytech,CARD,PAYU,,2/14/2020,7,Tamilnad Mercantile Bank
1,1,zivame,CARD,HDFC,,2/14/2020,11,IDFC Bank
1,1,drivezy,CONSUMER_FINANCE,EPAYLATER,,2/14/2020,4,EPAYLATER
1,1,urbanclap,CARD,PAYTM,,2/14/2020,9,THE MAHANAGAR COOP BANK LTD
1,0,purplle.com,NB,PAYTM,,2/14/2020,12,NB_CORP
